City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,tateyama,34.9833,139.8667,14.48,50,52,2.72,JP,1699936028
297,alpine,32.835,-116.7664,16.78,38,0,0.0,US,1699936028
298,coquimbo,-29.9533,-71.3436,13.85,82,1,2.06,CL,1699936029
299,kemin,42.7846,75.6892,7.18,36,0,3.8,KG,1699936029
300,puerto ayacucho,5.6639,-67.6236,24.61,92,98,1.41,VE,1699936030
301,fuglafjordur,62.244,-6.814,6.26,69,68,9.39,FO,1699936030
302,fort payne,34.4442,-85.7197,13.62,79,0,0.0,US,1699936030
303,yishui,35.7847,118.6281,7.97,23,76,2.74,CN,1699936031
304,guiren,33.6697,118.1889,9.9,31,0,2.29,CN,1699936031
305,dudinka,69.4058,86.1778,-24.91,95,17,1.44,RU,1699936031
306,manokwari,-0.8667,134.0833,28.77,75,86,3.11,ID,1699936032
307,yuncheng,35.0231,110.9928,11.08,32,0,1.79,CN,1699936032
308,mesolongi,38.3702,21.4295,16.07,81,10,0.65,GR,1699936032
309,nagqu,31.5,92.0,-1.72,24,100,2.65,CN,1699936033
310,atamyrat,37.8357,65.2106,15.48,33,88,1.42,TM,1699936033
311,melfort,52.8667,-104.6177,2.07,69,60,7.72,CA,1699936033
312,mandalgovi,45.7625,106.2708,-1.2,19,31,1.33,MN,1699936034
313,duartina,-22.4144,-49.4039,26.14,41,8,1.48,BR,1699936034
314,el dorado,38.7666,-120.5177,11.92,50,52,1.34,US,1699936035
315,gadzhiyevo,69.2551,33.3362,-9.31,98,95,1.35,RU,1699936035
316,meadow lake,34.8014,-106.5436,10.11,54,0,1.84,US,1699936036
317,mili,6.0815,171.735,27.95,81,100,6.92,MH,1699936036
318,juegang,32.3174,121.1855,11.91,52,5,2.51,CN,1699936036
319,rio grande,-32.035,-52.0986,18.86,95,100,3.13,BR,1699935909
320,haiku-pauwela,20.9219,-156.3051,25.02,68,40,6.69,US,1699936037
321,salalah,17.0151,54.0924,27.05,89,40,1.54,OM,1699936037
322,zhumysker,49.3333,49.4,7.74,88,100,2.63,KZ,1699936038
323,faya-largeau,17.9257,19.1043,23.47,23,87,12.44,TD,1699936029
324,sao miguel do araguaia,-13.275,-50.1628,26.07,43,0,1.48,BR,1699935746
325,qeshm,26.9581,56.2719,21.93,51,73,2.69,IR,1699936039
326,san felipe,10.3399,-68.7425,22.88,98,99,0.8,VE,1699936039
327,tulun,54.5611,100.5792,-0.91,72,100,2.16,RU,1699936039
328,indianola,41.3581,-93.5574,10.61,47,0,1.79,US,1699935746
329,yamada,39.4667,141.95,9.24,60,89,1.75,JP,1699936040
330,shambu,9.5667,37.1,11.35,87,62,1.25,ET,1699936041
331,kiunga,-6.1219,141.2906,34.14,44,76,1.25,PG,1699936041
332,mbaiki,3.8678,17.9892,21.44,97,99,0.59,CF,1699936041
333,mamboma,8.0833,-11.6833,22.81,98,100,0.65,SL,1699936042
334,nantai,40.9241,122.8044,6.49,48,100,1.5,CN,1699936042
335,vom,9.7333,8.7833,20.31,24,100,2.62,NG,1699936043
336,yangambi,0.8102,24.4336,21.52,100,100,1.17,CD,1699936043
337,filiatra,37.15,21.5833,15.39,74,8,3.5,GR,1699936044
338,horta,38.5333,-28.6333,15.57,82,100,2.24,PT,1699936044
339,fort mcmurray,56.7268,-111.381,-3.23,93,100,0.0,CA,1699935818
340,kattivakkam,13.2167,80.3167,26.15,89,100,6.42,IN,1699936044
341,nogliki,51.8333,143.1667,-4.81,68,66,6.71,RU,1699936045
342,anna regina,7.2644,-58.5077,26.62,84,7,4.01,GY,1699936045
343,monze,-16.2833,27.4833,22.1,53,11,3.67,ZM,1699936046
344,bei'an,24.5399,109.533,11.58,78,100,2.25,CN,1699936046
345,aginskoye,51.1,114.53,-2.81,63,59,4.52,RU,1699936046
346,florence,43.7667,11.25,16.8,93,75,1.54,IT,1699936046
347,fale old settlement,-9.3852,-171.2468,26.45,84,100,0.73,TK,1699936047
348,motomachi,43.8228,144.1044,4.01,56,75,4.63,JP,1699936047
349,thompson,55.7435,-97.8558,-2.91,93,75,1.54,CA,1699936048
350,sungailiat,-1.85,106.1333,30.1,69,94,3.07,ID,1699936048
351,teknaf,20.8624,92.3058,28.62,66,99,0.92,BD,1699936049
352,east london,-33.0153,27.9116,14.52,94,75,1.54,ZA,1699936049
353,lively,46.4334,-81.1498,2.79,76,92,4.77,CA,1699936050
354,tutay,10.2463,123.5805,30.97,71,100,0.95,PH,1699936050
355,dalandzadgad,43.5708,104.425,1.84,29,88,1.11,MN,1699936050
356,daloa,6.8774,-6.4502,21.94,96,50,0.63,CI,1699936051
357,usogorsk,63.4106,48.6872,-0.74,94,100,2.6,RU,1699936051
358,kolonia,50.9333,6.95,12.29,75,75,6.69,DE,1699936035
359,yarmouth,41.7057,-70.2286,4.03,79,100,2.06,US,1699936052
360,mutare,-18.9707,32.6709,16.14,90,72,2.56,ZW,1699936053
361,krasnyy yar,46.5331,48.3456,5.96,84,99,3.13,RU,1699936053
362,tahoua,14.8888,5.2692,21.99,18,0,4.12,NE,1699936053
363,ketchikan,55.3422,-131.6461,4.99,87,40,2.57,US,1699935915
364,laguna,38.421,-121.4238,14.62,78,0,2.06,US,1699936054
365,igunga,-4.2833,33.8833,21.85,76,90,1.02,TZ,1699936054
366,bria,6.5423,21.9863,21.13,95,93,0.58,CF,1699936055
367,codrington,-38.2667,141.9667,15.85,61,100,4.54,AU,1699936051
368,saint-francois,46.4154,3.9054,11.69,100,100,2.57,FR,1699936055
369,novodvinsk,64.4165,40.8122,-3.45,91,96,2.82,RU,1699936056
370,porto belo,-27.1578,-48.5531,23.38,100,100,3.38,BR,1699936056
371,zinjibar,13.1287,45.3807,26.38,75,46,4.29,YE,1699936056
372,pekanbaru,0.5333,101.45,28.18,83,40,3.09,ID,1699936057
373,sao gabriel da cachoeira,-0.1303,-67.0892,24.1,91,62,0.45,BR,1699936057
374,bikenibeu village,1.3673,173.1241,26.98,94,75,10.29,KI,1699936058
375,blenheim,-41.516,173.9528,18.07,68,7,1.79,NZ,1699935955
376,ikalamavony,-21.15,46.5833,23.29,47,0,1.11,MG,1699936058
377,thunder bay,48.4001,-89.3168,-4.01,93,20,1.54,CA,1699935961
378,zaltan,32.947,11.8665,17.94,76,0,2.74,LY,1699936059
379,port-vila,-17.7338,168.3219,26.78,61,75,5.66,VU,1699936059
380,bandar abbas,27.1865,56.2808,21.99,40,0,2.06,IR,1699936060
381,nurota,40.5614,65.6886,11.4,26,45,1.91,UZ,1699936060
382,alice springs,-23.7,133.8833,36.75,13,14,3.09,AU,1699935856
383,khash,28.2211,61.2158,16.38,24,77,1.22,IR,1699936061
384,san luis de la loma,17.2706,-100.8939,26.6,83,36,2.63,MX,1699936061
385,magadan,59.5667,150.8,-15.26,72,71,4.83,RU,1699936061
386,nikolayevsk-on-amure,53.1406,140.73,-5.17,85,100,4.37,RU,1699936062
387,egilsstadir,65.2653,-14.3948,2.95,93,75,1.54,IS,1699936062
388,bhamo,24.2667,97.2333,27.97,50,11,0.99,MM,1699936062
389,hashtrud,37.4779,47.0508,7.46,65,8,0.67,IR,1699936063
390,geraldton,-28.7667,114.6,26.23,61,43,5.14,AU,1699936063
391,lorengau,-2.0226,147.2712,28.27,77,97,3.0,PG,1699936063
392,saynshand,44.8824,110.1163,-0.84,36,5,2.84,MN,1699936064
393,freetown,8.484,-13.2299,26.0,88,8,1.34,SL,1699936064
394,yuzhno-kurilsk,44.0306,145.8556,2.43,80,40,9.34,RU,1699936064
395,ola,59.5833,151.2833,-14.92,72,68,5.04,RU,1699936065
396,suntar,62.1444,117.6319,-5.62,93,100,3.05,RU,1699936065
397,hobyo,5.3505,48.5268,27.17,79,45,2.31,SO,1699936065
398,kargasok,59.0556,80.8572,-8.91,94,80,2.68,RU,1699936066
399,ciudad lazaro cardenas,17.9583,-102.2,26.35,82,30,1.33,MX,1699935910
400,gomez farias,23.05,-99.15,18.47,89,98,1.48,MX,1699936068
401,machico,32.7,-16.7667,19.84,85,75,3.09,PT,1699936068
402,prince rupert,54.3161,-130.3201,7.05,67,75,5.14,CA,1699936068
403,polyarnyy,69.1989,33.4478,-9.18,97,95,1.19,RU,1699936069
404,hammerfest,70.6634,23.6821,-0.75,93,100,0.51,NO,1699936069
405,santa ana,33.7456,-117.8678,19.58,70,20,2.57,US,1699936069
406,vetluzhskiy,58.3902,45.4654,4.46,92,100,5.81,RU,1699936069
407,igarka,67.4667,86.5833,-18.17,83,33,6.27,RU,1699935917
408,ulanhot,46.0833,122.0833,3.93,28,2,2.55,CN,1699936070
409,yucca valley,34.1142,-116.4322,15.69,36,97,2.24,US,1699936048
410,elverum,60.8819,11.5623,-6.81,96,96,1.84,NO,1699936071
411,andalgala,-27.5819,-66.3165,12.73,43,0,0.43,AR,1699936071
412,les abymes,16.271,-61.5045,25.77,83,20,2.57,GP,1699935996
413,bel ombre,-4.6167,55.4167,29.91,74,40,5.14,SC,1699936072
414,buckhannon,38.994,-80.232,9.3,61,0,3.6,US,1699936037
415,trairi,-3.2778,-39.2689,25.98,78,91,3.85,BR,1699935931
416,nemuro,43.3236,145.575,5.22,51,16,9.84,JP,1699935866
417,praia da vitoria,38.7333,-27.0667,16.53,94,20,2.17,PT,1699936073
418,greenville,35.6127,-77.3663,5.01,100,0,0.0,US,1699935951
419,salaga,8.5508,-0.5188,25.83,67,10,1.81,GH,1699936073
420,gleisdorf,47.1061,15.7127,6.74,94,61,1.6,AT,1699936074
421,taoudenni,22.6783,-3.9836,23.04,20,4,6.18,ML,1699936074
422,vila velha,-20.3297,-40.2925,24.97,87,0,6.71,BR,1699936074
423,iuna,-20.3458,-41.5358,22.87,73,61,0.72,BR,1699936075
424,bodaybo,57.8506,114.1933,-4.41,93,100,1.49,RU,1699936075
425,constitucion,-35.3333,-72.4167,9.33,82,10,5.34,CL,1699936075
426,la tuque,47.4334,-72.7824,-0.86,74,100,1.03,CA,1699936076
427,dunedin,-45.8742,170.5036,16.56,65,100,2.68,NZ,1699935970
428,pelabuhanratu,-6.9875,106.5514,30.13,71,98,1.76,ID,1699936076
429,ulladulla,-35.35,150.4667,20.09,70,97,4.04,AU,1699936076
430,portales,34.1862,-103.3344,9.55,87,41,3.81,US,1699936077
431,palmer,42.1584,-72.3287,1.46,82,40,0.0,US,1699936077
432,lata,40.1629,-8.3327,13.93,95,58,1.06,PT,1699936077
433,olinda,-8.0089,-34.8553,26.85,78,75,4.63,BR,1699936078
434,meghraj,23.5,73.5,24.51,31,100,4.64,IN,1699936078
435,smirnykh,49.75,142.8333,-3.06,71,73,4.29,RU,1699936078
436,vilyuchinsk,52.9306,158.4028,-2.26,71,100,2.69,RU,1699936079
437,papao,-17.75,-149.55,27.82,94,96,8.01,PF,1699936064
438,kyaikkami,16.08,97.5675,28.95,71,97,2.96,MM,1699936079
439,antsiranana,-12.2787,49.2917,28.42,69,40,4.12,MG,1699936079
440,dourados,-22.2211,-54.8056,26.07,56,6,3.02,BR,1699936080
441,kachug,53.9606,105.8817,-4.45,71,100,0.5,RU,1699936080
442,ak'ordat,15.5486,37.8867,25.51,70,10,1.08,ER,1699936080
443,ghadamis,30.1337,9.5007,16.84,50,0,3.63,LY,1699936081
444,kawambwa,-9.7915,29.0791,16.93,92,95,1.55,ZM,1699936081
445,pangai,-19.8,-174.35,27.06,83,75,3.6,TO,1699936082
446,wanxian,30.8039,108.3897,15.25,69,84,0.61,CN,1699936082
447,meskiana,35.6306,7.6661,7.72,57,0,2.66,DZ,1699936082
448,colonia,50.9333,6.95,12.29,75,75,6.69,DE,1699935855
449,beira,-19.8436,34.8389,26.05,94,75,6.17,MZ,1699936083
450,lishu,43.3047,124.3278,-0.88,82,5,4.31,CN,1699936083
451,essaouira,31.5125,-9.77,19.72,37,40,3.09,MA,1699936084
452,argo,37.6333,22.7333,15.33,68,37,1.08,GR,1699936084
453,port alfred,-33.5906,26.891,13.99,94,79,5.57,ZA,1699936060
454,tsiombe,-25.3,45.4833,22.37,78,91,3.95,MG,1699936085
455,richards bay,-28.783,32.0377,17.6,78,100,4.69,ZA,1699936085
456,hwange,-18.3693,26.5019,24.71,41,12,2.41,ZW,1699936086
457,ceeldheer,3.8488,47.1806,26.6,82,73,0.7,SO,1699936086
458,mtwara,-10.2667,40.1833,25.87,86,26,2.28,TZ,1699936086
459,robore,-18.3333,-59.75,27.11,63,33,2.31,BO,1699936087
460,weno,7.4515,151.8468,30.97,74,75,2.06,FM,1699935983
461,mascali,37.7558,15.1959,16.85,58,21,1.31,IT,1699936087
462,talcahuano,-36.7167,-73.1167,9.82,81,0,4.63,CL,1699936088
463,cadale,2.7603,46.3222,28.03,73,99,1.8,SO,1699936088
464,necochea,-38.5473,-58.7368,12.91,50,44,5.95,AR,1699936089
465,chieti,42.3609,14.138,16.4,85,93,0.51,IT,1699936089
466,berdigestyakh,62.0989,126.6992,-12.36,96,99,2.17,RU,1699936055
467,kushnarenkovo,55.105,55.3508,5.9,85,99,6.83,RU,1699936090
468,isangel,-19.55,169.2667,28.06,57,75,4.63,VU,1699936091
469,alofi,-19.0595,-169.9187,24.94,22,100,3.6,NU,1699936091
470,aegina,37.7467,23.4275,17.06,68,15,0.91,GR,1699936091
471,keelung,25.1283,121.7419,20.32,81,100,4.56,TW,1699936092
472,satun,6.8333,100.0,31.0,67,100,2.04,TH,1699936092
473,vammala,61.3333,22.9,-0.86,91,100,2.31,FI,1699936093
474,lensk,60.7253,114.9278,-3.52,90,99,4.31,RU,1699936093
475,chiredzi,-21.05,31.6667,20.4,86,99,5.78,ZW,1699936093
476,sao vicente,-23.9631,-46.3919,29.04,26,71,0.89,BR,1699936094
477,jinzhou,41.1078,121.1417,6.93,33,100,0.49,CN,1699936094
478,taipei,25.0478,121.5319,21.12,81,75,6.69,TW,1699935906
479,sombrerete,23.6333,-103.65,10.46,96,52,2.34,MX,1699936095
480,havre,49.5833,0.3333,12.22,87,75,8.23,FR,1699936095
481,puerto escondido,15.85,-97.0667,27.46,61,40,3.09,MX,1699936096
482,bowen,-20.0167,148.2333,26.19,53,0,5.71,AU,1699936097
483,ilhabela,-23.7781,-45.3581,24.43,94,52,2.02,BR,1699935862
484,marang,5.2056,103.2059,30.95,72,71,2.12,MY,1699936097
485,saverne,48.8333,7.25,12.07,84,94,6.81,FR,1699936098
486,charters towers,-20.1,146.2667,35.25,17,0,7.41,AU,1699936098
487,alesund,62.4723,6.1549,2.09,79,0,2.57,NO,1699936098
488,torrington,41.8007,-73.1212,2.23,87,65,0.45,US,1699935875
489,umluj,25.0213,37.2685,26.65,71,64,2.68,SA,1699936099
490,tshabong,-26.05,22.45,20.96,17,12,4.96,BW,1699936099
491,parham,17.0968,-61.7705,26.83,74,40,4.12,AG,1699936100
492,hafizabad,32.0679,73.6854,21.44,39,0,1.13,PK,1699936100
493,inari,68.906,27.0288,-20.89,97,25,1.2,FI,1699936100
494,wakkanai,45.4094,141.6739,-0.51,92,75,4.63,JP,1699936101
495,lompoc,34.6391,-120.4579,13.29,87,0,3.6,US,1699935839
496,oulainen,64.2667,24.8,-7.33,88,100,2.47,FI,1699936102
497,victorica,-36.2151,-65.4359,12.93,52,18,5.53,AR,1699936102
498,al jawf,29.5,38.75,19.93,55,0,2.53,SA,1699936102
499,bogande,12.9714,-0.1436,23.2,15,12,3.89,BF,1699936103
500,sakakah,29.9697,40.2064,19.76,46,39,1.4,SA,1699936103
501,baley,51.6,116.6333,-5.35,60,55,1.29,RU,1699936103
502,abingdon,51.6711,-1.2828,11.62,87,75,4.12,GB,1699936104
503,saldanha,-33.0117,17.9442,19.03,66,16,2.88,ZA,1699936010
504,khasab,26.1799,56.2477,27.61,29,43,2.02,OM,1699936104
505,arvayheer,46.2639,102.775,-3.4,24,76,0.73,MN,1699936105
506,kerikeri,-35.2268,173.9474,14.29,87,100,4.05,NZ,1699936105
507,vega de alatorre,20.0333,-96.6333,21.66,84,84,6.29,MX,1699936106
508,port-cartier,50.0334,-66.8654,-4.18,91,85,1.76,CA,1699935971
509,korla,41.7597,86.1469,6.76,25,35,4.13,CN,1699936107
510,tanout,14.9709,8.8879,21.39,16,26,4.81,NE,1699936107
511,qarauyl,48.9451,79.255,2.25,71,93,3.12,KZ,1699936108
512,bullsbrook,-31.6667,116.0,30.53,41,0,2.57,AU,1699936109
513,antsohihy,-14.8796,47.9875,27.5,72,69,0.79,MG,1699936109
514,ta`u,-14.2336,-169.5144,27.3,82,57,5.21,AS,1699935935
515,salinopolis,-0.6136,-47.3561,25.81,82,67,3.68,BR,1699936110
516,pyapon,16.2833,95.6833,30.35,67,98,5.27,MM,1699936110
517,carutapera,-1.195,-46.02,25.09,85,78,3.06,BR,1699936111
518,motygino,58.1831,94.7592,-4.01,82,78,4.92,RU,1699936111
519,noumea,-22.2763,166.4572,25.99,60,28,8.63,NC,1699935808
520,porto torres,40.835,8.3972,19.1,90,99,6.15,IT,1699936112
521,aykhal,66.0,111.5,-8.69,94,100,3.9,RU,1699935969
522,fu'an,27.0892,119.6453,16.86,61,92,0.55,CN,1699936113
523,connell,46.6635,-118.8611,6.63,69,84,1.09,US,1699936113
524,novyy urengoy,66.0833,76.6333,-16.17,97,40,3.65,RU,1699935861
525,cartersville,34.1651,-84.7999,14.4,89,0,0.0,US,1699936114
526,mandera,3.9366,41.867,25.97,78,89,2.84,KE,1699936115
527,aral,40.5156,81.2636,7.59,31,0,2.67,CN,1699936115
528,mount pearl,47.5166,-52.7813,-0.38,82,100,2.06,CA,1699936031
529,union,40.6334,-74.2663,8.94,68,0,3.09,US,1699936110
530,abu zabad,12.35,29.25,26.72,31,13,5.09,SD,1699936116
531,ar rutbah,33.0381,40.2848,19.69,31,98,3.33,IQ,1699936116
532,fort st. john,56.2499,-120.8529,-4.06,86,0,5.14,CA,1699935934
533,konya,38.1667,32.5,7.71,84,100,4.54,TR,1699936117
534,peace river,56.2501,-117.286,-3.83,93,100,2.06,CA,1699936118
535,nova vicosa,-17.8919,-39.3719,24.3,83,48,6.45,BR,1699936118
536,vrangel',42.7297,133.0839,2.8,41,0,3.87,RU,1699936119
537,polygyros,40.3744,23.4383,10.51,84,73,1.55,GR,1699936119
538,khandyga,62.6667,135.6,-23.45,96,64,1.1,RU,1699936119
539,borba,-4.3878,-59.5939,27.6,61,79,0.64,BR,1699936120
540,ancud,-41.8697,-73.8203,5.85,70,31,3.43,CL,1699935895
541,greymouth,-42.4667,171.2,12.37,92,100,4.23,NZ,1699936104
542,forbesganj,26.3,87.25,25.67,49,18,1.0,IN,1699936121
543,brisas de zicatela,15.8369,-97.0419,27.29,61,40,3.09,MX,1699936121
544,nizhnyaya salda,58.0776,60.7202,2.99,97,100,4.6,RU,1699936122
545,tucuma,-0.1833,-50.05,24.87,86,99,2.39,BR,1699936122
546,ayr,55.4627,-4.6339,7.99,100,40,3.6,GB,1699936122
547,susuman,62.7833,148.1667,-29.41,98,74,0.62,RU,1699936123
548,ouesso,1.6136,16.0517,21.71,98,99,0.38,CG,1699936123
549,brezina,33.0989,1.2608,12.85,30,1,1.03,DZ,1699936123
550,naha,26.2125,127.6811,24.15,54,40,5.66,JP,1699936124
551,port shepstone,-30.7414,30.455,17.5,68,100,3.8,ZA,1699936124
552,mata-utu,-13.2816,-176.1745,29.18,74,67,5.15,WF,1699936124
553,fortuna,40.5982,-124.1573,13.29,95,100,0.45,US,1699935951
554,aoulef,26.9667,1.0833,19.65,32,2,5.13,DZ,1699936125
555,port blair,11.6667,92.75,28.02,83,100,2.06,IN,1699936125
556,acarau,-2.8856,-40.12,26.4,78,92,6.34,BR,1699935884
557,ilabaya,-17.4208,-70.5133,20.26,62,0,1.02,PE,1699936126
558,al ghayzah,16.2079,52.176,25.87,69,100,1.53,YE,1699936126
559,ujae,8.9322,165.7642,28.36,82,100,7.99,MH,1699936127
560,san pedro pochutla,15.7333,-96.4667,24.09,86,28,1.75,MX,1699936127
561,okhotsk,59.3833,143.3,-13.86,77,77,6.58,RU,1699935898
562,kokopo,-4.352,152.2633,28.61,68,50,4.24,PG,1699936127
563,jerecuaro,20.15,-100.5167,14.77,87,71,2.66,MX,1699936128
564,saint-louis,16.3333,-15.0,23.8,17,30,3.75,SN,1699936128
565,donggang,28.9365,114.2259,15.35,53,3,0.43,CN,1699936128
566,khabary,53.6259,79.5345,2.08,89,89,3.17,RU,1699936129
567,negombo,7.2083,79.8358,29.03,84,40,1.54,LK,1699936129
568,amga,60.8953,131.9608,-17.48,93,95,0.99,RU,1699936129
569,azemmour,33.2895,-8.3425,19.57,59,2,3.38,MA,1699936129
570,tibati,6.4667,12.6333,19.55,88,81,1.31,CM,1699936130
571,labytnangi,66.6572,66.4183,-17.48,99,100,0.93,RU,1699936130
572,jucas,-6.5253,-39.5275,24.74,65,85,2.89,BR,1699936130
573,labrador city,52.9463,-66.9114,-10.05,92,100,1.03,CA,1699935959
574,tabuk,17.4189,121.4443,23.52,94,100,2.87,PH,1699936131
575,inarajan village,13.2736,144.7484,31.54,83,23,8.84,GU,1699936131
576,serov,59.6033,60.5787,2.05,98,100,4.31,RU,1699936132
577,ivrindi,39.5839,27.4864,7.35,90,6,0.83,TR,1699936132
578,chukhloma,58.7525,42.6825,1.72,96,98,5.36,RU,1699936132
579,nuriootpa,-34.4833,139.0,21.1,36,89,1.97,AU,1699936133
580,las khorey,11.1595,48.1967,26.87,63,62,3.43,SO,1699936133
581,sitka,57.0531,-135.33,5.94,81,100,6.69,US,1699935922
582,whakatane,-37.9585,176.9854,19.17,85,100,2.68,NZ,1699936134
583,lycksele,64.5954,18.6735,-17.07,85,100,1.03,SE,1699936134
584,capbreton,43.6422,-1.4282,16.4,99,96,1.7,FR,1699936134
585,bengkulu,-3.8004,102.2655,27.87,79,88,2.86,ID,1699936059
586,bobo-dioulasso,11.1771,-4.2979,18.25,88,0,0.0,BF,1699936135
587,sylvan lake,52.3168,-114.0853,0.76,63,100,3.09,CA,1699935902
588,thinadhoo,0.5333,72.9333,27.56,78,94,3.81,MV,1699935876
589,port moresby,-9.4431,147.1797,30.68,51,40,5.14,PG,1699936136
590,vydrino,51.485,104.8461,2.2,66,100,0.81,RU,1699936136
591,sona,45.4388,10.8255,6.08,93,0,1.54,IT,1699936136
592,nema,57.5067,50.5011,4.38,86,100,5.18,RU,1699936137
593,cruzeiro do sul,-29.5128,-51.9853,21.95,93,100,0.51,BR,1699936137
594,belo sur tsiribihina,-19.7,44.55,25.02,69,8,1.53,MG,1699936137
